

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

101,Buy,1/10/2019 16:00,BO_Long,$9558.50,$0.00,1,($197.20),-1.02%,$20.50,9.49%,,$0.35,$0.50
,Sell,1/14/2019 01:00,Stop_LX,$9460.75,,($195.50),$1699.80,,($195.50),0.00%,-90.51%,$0.35,$0.50
102,Buy,1/15/2019 11:00,BO_Long,$9572.00,$0.00,1,($8.70),-0.04%,$184.50,85.22%,,$0.35,$0.50
,Sell,1/16/2019 21:00,Trail_LX,$9568.50,,($7.00),$1691.10,,($32.00),11.55%,-3.23%,$0.35,$0.50
103,Buy,1/17/2019 16:00,BO_Long,$9657.00,$0.00,1,$20.80,0.12%,$196.50,83.09%,,$0.35,$0.50
,Sell,1/21/2019 09:00,Trail_LX,$9668.25,,$22.50,$1711.90,,($40.00),26.43%,9.51%,$0.35,$0.50
104,Buy,1/25/2019 01:00,BO_Long,$9658.50,$0.00,1,($12.20),-0.05%,$158.00,83.16%,,$0.35,$0.50
,Sell,1/28/2019 09:00,Trail_LX,$9653.25,,($10.50),$1699.70,,($32.00),11.32%,-5.53%,$0.35,$0.50
105,Sell Short,1/29/2019 13:00,BO_Short,$9566.25,$0.00,1,($33.70),-0.17%,$27.50,37.93%,,$0.35,$0.50
,Buy to Cover,1/29/2019 16:00,Trail_SX,$9582.25,,($32.00),$1666.00,,($45.00),17.93%,-44.14%,$0.35,$0.50
106,Buy,1/30/2019 19:00,BO_Long,$9771.25,$0.00,1,$52.30,0.28%,$197.50,95.18%,,$0.35,$0.50
,Sell,2/4/2019 05:00,BO_LX,$9798.25,,$54.00,$1718.30,,($10.00),30.84%,26.02%,$0.35,$0.50
107,Buy,2/4/2019 13:00,BO_Long,$9871.75,$0.00,1,$64.30,0.33%,$188.00,85.07%,,$0.35,$0.50
,Sell,2/7/2019 05:00,BO_LX,$9904.75,,$66.00,$1782.60,,($33.00),44.80%,29.86%,$0.35,$0.50
108,Buy,2/11/2019 23:00,BO_Long,$9883.75,$0.00,1,$82.80,0.43%,$226.00,95.16%,,$0.35,$0.50
,Sell,2/14/2019 09:00,Trail_LX,$9926.00,,$84.50,$1865.40,,($11.50),40.42%,35.58%,$0.35,$0.50
109,Sell Short,2/14/2019 21:00,BO_Short,$9932.00,$0.00,1,$10.30,0.06%,$59.50,78.29%,,$0.35,$0.50
,Buy to Cover,2/15/2019 05:00,Trail_SX,$9926.00,,$12.00,$1875.70,,($16.50),37.50%,15.79%,$0.35,$0.50
110,Buy,2/15/2019 16:00,BO_Long,$9986.75,$0.00,1,($45.70),-0.22%,$90.50,64.87%,,$0.35,$0.50
,Sell,2/20/2019 13:00,Trail_LX,$9964.75,,($44.00),$1830.00,,($49.00),3.58%,-31.54%,$0.35,$0.50
111,Buy,2/21/2019 01:00,BO_Long,$10030.75,$0.00,1,($127.70),-0.63%,$8.50,6.32%,,$0.35,$0.50
,Sell,2/21/2019 09:00,Trail_LX,$9967.75,,($126.00),$1702.30,,($126.00),0.00%,-93.68%,$0.35,$0.50
112,Buy,2/24/2019 21:00,BO_Long,$10044.25,$0.00,1,($35.70),-0.17%,$102.50,75.09%,,$0.35,$0.50
,Sell,2/25/2019 21:00,Trail_LX,$10027.25,,($34.00),$1666.60,,($34.00),0.00%,-24.91%,$0.35,$0.50
113,Buy,2/28/2019 23:00,BO_Long,$10060.75,$0.00,1,$20.30,0.11%,$155.50,72.16%,,$0.35,$0.50
,Sell,3/4/2019 11:00,Trail_LX,$10071.75,,$22.00,$1686.90,,($60.00),38.05%,10.21%,$0.35,$0.50
114,Buy,3/15/2019 11:00,BO_Long,$10226.75,$0.00,1,$46.30,0.23%,$188.00,83.19%,,$0.35,$0.50
,Sell,3/19/2019 15:00,Trail_LX,$10250.75,,$48.00,$1733.20,,($38.00),38.05%,21.24%,$0.35,$0.50
115,Buy,3/20/2019 16:00,BO_Long,$10313.50,$0.00,1,($79.70),-0.38%,$52.00,40.00%,,$0.35,$0.50
,Sell,3/21/2019 07:00,Trail_LX,$10274.50,,($78.00),$1653.50,,($78.00),0.00%,-60.00%,$0.35,$0.50
116,Buy,3/21/2019 11:00,BO_Long,$10335.00,$0.00,1,$82.30,0.41%,$218.50,98.20%,,$0.35,$0.50
,Sell,3/22/2019 09:00,Trail_LX,$10377.00,,$84.00,$1735.80,,($4.00),39.55%,37.75%,$0.35,$0.50
117,Buy,4/2/2019 13:00,BO_Long,$10410.50,$0.00,1,$50.80,0.25%,$210.50,92.94%,,$0.35,$0.50
,Sell,4/4/2019 13:00,Trail_LX,$10436.75,,$52.50,$1786.60,,($16.00),30.24%,23.18%,$0.35,$0.50
118,Buy,4/5/2019 16:00,BO_Long,$10503.75,$0.00,1,$2.80,0.02%,$113.50,56.89%,,$0.35,$0.50
,Sell,4/11/2019 15:00,Trail_LX,$10506.00,,$4.50,$1789.40,,($86.00),45.36%,2.26%,$0.35,$0.50
119,Buy,4/14/2019 19:00,BO_Long,$10553.50,$0.00,1,($97.70),-0.45%,$10.00,9.43%,,$0.35,$0.50
,Sell,4/15/2019 11:00,Trail_LX,$10505.50,,($96.00),$1691.70,,($96.00),0.00%,-90.57%,$0.35,$0.50
120,Buy,4/15/2019 23:00,BO_Long,$10555.75,$0.00,1,$53.30,0.26%,$154.50,93.92%,,$0.35,$0.50
,Sell,4/17/2019 11:00,Trail_LX,$10583.25,,$55.00,$1745.00,,($10.00),39.51%,33.43%,$0.35,$0.50
121,Buy,4/18/2019 16:00,BO_Long,$10610.00,$0.00,1,($73.20),-0.34%,$33.00,31.58%,,$0.35,$0.50
,Sell,4/22/2019 09:00,Trail_LX,$10574.25,,($71.50),$1671.80,,($71.50),0.00%,-68.42%,$0.35,$0.50
122,Buy,4/22/2019 13:00,BO_Long,$10616.75,$0.00,1,$257.80,1.22%,$324.50,97.59%,,$0.35,$0.50
,Sell,4/25/2019 09:00,% Trailing Stop,$10746.50,,$259.50,$1929.60,,($8.00),80.45%,78.05%,$0.35,$0.50
123,Buy,4/29/2019 15:00,BO_Long,$10755.25,$0.00,1,($103.70),-0.47%,$24.00,19.05%,,$0.35,$0.50
,Sell,4/29/2019 19:00,Trail_LX,$10704.25,,($102.00),$1825.90,,($102.00),0.00%,-80.95%,$0.35,$0.50
124,Buy,5/1/2019 01:00,BO_Long,$10757.25,$0.00,1,($113.70),-0.52%,$19.00,14.50%,,$0.35,$0.50
,Sell,5/1/2019 15:00,Trail_LX,$10701.25,,($112.00),$1712.20,,($112.00),0.00%,-85.50%,$0.35,$0.50
125,Sell Short,5/5/2019 23:00,BO_Short,$10593.25,$0.00,1,($35.70),-0.16%,$37.00,52.11%,,$0.35,$0.50
,Buy to Cover,5/6/2019 01:00,Trail_SX,$10610.25,,($34.00),$1676.50,,($34.00),0.00%,-47.89%,$0.35,$0.50
126,Sell Short,5/7/2019 13:00,BO_Short,$10559.25,$0.00,1,$14.80,0.08%,$105.50,63.94%,,$0.35,$0.50
,Buy to Cover,5/7/2019 15:00,Trail_SX,$10551.00,,$16.50,$1691.30,,($59.50),46.06%,10.00%,$0.35,$0.50
127,Sell Short,5/8/2019 23:00,BO_Short,$10513.50,$0.00,1,$164.80,0.79%,$265.50,100.00%,,$0.35,$0.50
,Buy to Cover,5/9/2019 13:00,Trail_SX,$10430.25,,$166.50,$1856.10,,$0.00,62.71%,62.71%,$0.35,$0.50
128,Sell Short,5/10/2019 13:00,BO_Short,$10358.50,$0.00,1,($222.70),-1.07%,$2.50,1.08%,,$0.35,$0.50
,Buy to Cover,5/10/2019 15:00,Trail_SX,$10469.00,,($221.00),$1633.40,,($230.00),3.87%,-95.05%,$0.35,$0.50
129,Sell Short,5/13/2019 11:00,BO_Short,$10290.75,$0.00,1,$32.30,0.17%,$145.00,92.36%,,$0.35,$0.50
,Buy to Cover,5/13/2019 15:00,Trail_SX,$10273.75,,$34.00,$1665.70,,($12.00),29.30%,21.66%,$0.35,$0.50
130,Sell Short,5/13/2019 16:00,BO_Short,$10234.50,$0.00,1,($17.20),-0.08%,$98.00,86.34%,,$0.35,$0.50
,Buy to Cover,5/13/2019 21:00,Trail_SX,$10242.25,,($15.50),$1648.50,,($15.50),0.00%,-13.66%,$0.35,$0.50
131,Sell Short,5/20/2019 07:00,BO_Short,$10379.50,$0.00,1,$155.30,0.76%,$237.00,99.79%,,$0.35,$0.50
,Buy to Cover,5/20/2019 11:00,Trail_SX,$10301.00,,$157.00,$1803.80,,($0.50),66.32%,66.11%,$0.35,$0.50
132,Sell Short,5/20/2019 16:00,BO_Short,$10287.25,$0.00,1,($58.20),-0.27%,$5.00,7.52%,,$0.35,$0.50
,Buy to Cover,5/20/2019 21:00,BO_SX,$10315.50,,($56.50),$1745.60,,($61.50),7.52%,-84.96%,$0.35,$0.50
133,Sell Short,5/28/2019 16:00,BO_Short,$10182.50,$0.00,1,$80.30,0.40%,$130.50,81.82%,,$0.35,$0.50
,Buy to Cover,5/29/2019 07:00,Trail_SX,$10141.50,,$82.00,$1825.90,,($29.00),69.59%,51.41%,$0.35,$0.50
134,Sell Short,5/29/2019 11:00,BO_Short,$10128.00,$0.00,1,$35.80,0.19%,$90.50,57.28%,,$0.35,$0.50
,Buy to Cover,5/29/2019 13:00,Trail_SX,$10109.25,,$37.50,$1861.70,,($67.50),66.46%,23.73%,$0.35,$0.50
135,Sell Short,5/30/2019 21:00,BO_Short,$10087.00,$0.00,1,($44.70),-0.21%,$18.50,29.37%,,$0.35,$0.50
,Buy to Cover,5/30/2019 23:00,Trail_SX,$10108.50,,($43.00),$1817.00,,($44.50),2.38%,-68.25%,$0.35,$0.50
136,Sell Short,5/31/2019 05:00,BO_Short,$10056.00,$0.00,1,($22.20),-0.10%,$43.50,61.27%,,$0.35,$0.50
,Buy to Cover,5/31/2019 09:00,Trail_SX,$10066.25,,($20.50),$1794.80,,($27.50),9.86%,-28.87%,$0.35,$0.50
137,Sell Short,5/31/2019 16:00,BO_Short,$10030.75,$0.00,1,$65.30,0.33%,$128.00,86.78%,,$0.35,$0.50
,Buy to Cover,6/3/2019 05:00,Trail_SX,$9997.25,,$67.00,$1860.10,,($19.50),58.64%,45.42%,$0.35,$0.50
138,Sell Short,6/3/2019 11:00,BO_Short,$9951.50,$0.00,1,($23.70),-0.11%,$46.50,34.57%,,$0.35,$0.50
,Buy to Cover,6/3/2019 13:00,Trail_SX,$9962.50,,($22.00),$1836.40,,($88.00),49.07%,-16.36%,$0.35,$0.50
139,Sell Short,6/3/2019 15:00,BO_Short,$9903.50,$0.00,1,$45.30,0.24%,$127.00,78.15%,,$0.35,$0.50
,Buy to Cover,6/3/2019 16:00,Trail_SX,$9880.00,,$47.00,$1881.70,,($35.50),50.77%,28.92%,$0.35,$0.50
140,Buy,6/9/2019 21:00,BO_Long,$10355.50,$0.00,1,$85.80,0.42%,$290.00,85.55%,,$0.35,$0.50
,Sell,6/11/2019 13:00,Trail_LX,$10399.25,,$87.50,$1967.50,,($49.00),40.27%,25.81%,$0.35,$0.50
141,Buy,6/17/2019 11:00,BO_Long,$10438.75,$0.00,1,$248.30,1.20%,$286.50,85.65%,,$0.35,$0.50
,Sell,6/18/2019 11:00,% Trailing Stop,$10563.75,,$250.00,$2215.80,,($48.00),89.09%,74.74%,$0.35,$0.50
142,Buy,6/19/2019 16:00,BO_Long,$10569.25,$0.00,1,$85.80,0.41%,$250.00,98.04%,,$0.35,$0.50
,Sell,6/20/2019 11:00,Trail_LX,$10613.00,,$87.50,$2301.60,,($5.00),36.27%,34.31%,$0.35,$0.50
143,Buy,7/2/2019 19:00,BO_Long,$10716.00,$0.00,1,($10.70),-0.04%,$133.50,78.99%,,$0.35,$0.50
,Sell,7/5/2019 09:00,Trail_LX,$10711.50,,($9.00),$2290.90,,($35.50),15.68%,-5.33%,$0.35,$0.50
144,Buy,7/10/2019 11:00,BO_Long,$10817.75,$0.00,1,($13.70),-0.06%,$114.50,47.71%,,$0.35,$0.50
,Sell,7/16/2019 13:00,Trail_LX,$10811.75,,($12.00),$2277.20,,($125.50),47.29%,-5.00%,$0.35,$0.50
145,Buy,7/18/2019 23:00,BO_Long,$10844.25,$0.00,1,($117.70),-0.53%,$19.50,14.39%,,$0.35,$0.50
,Sell,7/19/2019 11:00,Trail_LX,$10786.25,,($116.00),$2159.50,,($116.00),0.00%,-85.61%,$0.35,$0.50
146,Buy,7/26/2019 15:00,BO_Long,$10906.00,$0.00,1,($126.70),-0.57%,$16.00,10.74%,,$0.35,$0.50
,Sell,7/29/2019 11:00,BO_LX,$10843.50,,($125.00),$2032.80,,($133.00),5.37%,-83.89%,$0.35,$0.50
147,Buy,8/1/2019 13:00,BO_Long,$10870.50,$0.00,1,($260.20),-1.19%,$18.00,5.01%,,$0.35,$0.50
,Sell,8/1/2019 15:00,Trail_LX,$10741.25,,($258.50),$1772.60,,($341.50),23.09%,-71.91%,$0.35,$0.50
148,Sell Short,8/2/2019 01:00,BO_Short,$10653.00,$0.00,1,($3.20),-0.01%,$121.00,74.92%,,$0.35,$0.50
,Buy to Cover,8/2/2019 09:00,Trail_SX,$10653.75,,($1.50),$1769.40,,($40.50),24.15%,-0.93%,$0.35,$0.50
149,Sell Short,8/2/2019 11:00,BO_Short,$10602.25,$0.00,1,$51.30,0.25%,$151.00,82.74%,,$0.35,$0.50
,Buy to Cover,8/2/2019 13:00,Trail_SX,$10575.75,,$53.00,$1820.70,,($31.50),46.30%,29.04%,$0.35,$0.50
150,Sell Short,8/2/2019 15:00,BO_Short,$10535.00,$0.00,1,($82.70),-0.38%,$18.00,12.33%,,$0.35,$0.50
,Buy to Cover,8/2/2019 16:00,Trail_SX,$10575.50,,($81.00),$1738.00,,($128.00),32.19%,-55.48%,$0.35,$0.50
151,Sell Short,8/4/2019 23:00,BO_Short,$10503.75,$0.00,1,$428.80,2.05%,$435.50,97.65%,,$0.35,$0.50
,Buy to Cover,8/5/2019 15:00,% Trailing Stop,$10288.50,,$430.50,$2166.80,,($10.50),98.88%,96.52%,$0.35,$0.50
152,Sell Short,8/5/2019 19:00,BO_Short,$10225.00,$0.00,1,$124.80,0.62%,$253.00,100.00%,,$0.35,$0.50
,Buy to Cover,8/5/2019 21:00,Trail_SX,$10161.75,,$126.50,$2291.60,,$0.00,50.00%,50.00%,$0.35,$0.50
153,Sell Short,8/12/2019 09:00,BO_Short,$10474.00,$0.00,1,($45.20),-0.21%,$45.50,44.61%,,$0.35,$0.50
,Buy to Cover,8/12/2019 11:00,Trail_SX,$10495.75,,($43.50),$2246.40,,($56.50),12.75%,-42.65%,$0.35,$0.50
154,Sell Short,8/12/2019 15:00,BO_Short,$10462.50,$0.00,1,$21.80,0.11%,$108.50,91.95%,,$0.35,$0.50
,Buy to Cover,8/12/2019 19:00,Trail_SX,$10450.75,,$23.50,$2268.20,,($9.50),27.97%,19.92%,$0.35,$0.50
155,Sell Short,8/13/2019 05:00,BO_Short,$10414.00,$0.00,1,($28.70),-0.13%,$53.50,50.47%,,$0.35,$0.50
,Buy to Cover,8/13/2019 07:00,Trail_SX,$10427.50,,($27.00),$2239.50,,($52.50),24.06%,-25.47%,$0.35,$0.50
156,Buy,8/13/2019 11:00,BO_Long,$10635.50,$0.00,1,($251.70),-1.18%,$54.50,17.90%,,$0.35,$0.50
,Sell,8/14/2019 07:00,PosRiskLX,$10510.50,,($250.00),$1987.80,,($250.00),0.00%,-82.10%,$0.35,$0.50
157,Sell Short,8/20/2019 19:00,BO_Short,$10531.00,$0.00,1,($45.20),-0.21%,$12.00,21.62%,,$0.35,$0.50
,Buy to Cover,8/20/2019 21:00,Trail_SX,$10552.75,,($43.50),$1942.60,,($43.50),0.00%,-78.38%,$0.35,$0.50
158,Buy,8/21/2019 11:00,BO_Long,$10630.25,$0.00,1,($194.20),-0.91%,$51.00,20.94%,,$0.35,$0.50
,Sell,8/22/2019 11:00,Trail_LX,$10534.00,,($192.50),$1748.40,,($192.50),0.00%,-79.06%,$0.35,$0.50
159,Sell Short,8/28/2019 09:00,BO_Short,$10417.75,$0.00,1,($13.70),-0.06%,$81.00,66.67%,,$0.35,$0.50
,Buy to Cover,8/28/2019 11:00,Trail_SX,$10423.75,,($12.00),$1734.70,,($40.50),23.46%,-9.88%,$0.35,$0.50
160,Sell Short,9/1/2019 21:00,BO_Short,$10504.00,$0.00,1,($51.20),-0.24%,$16.50,25.00%,,$0.35,$0.50
,Buy to Cover,9/2/2019 03:00,Trail_SX,$10528.75,,($49.50),$1683.50,,($49.50),0.00%,-75.00%,$0.35,$0.50
161,Sell Short,9/2/2019 13:00,BO_Short,$10500.75,$0.00,1,($27.20),-0.12%,$46.50,57.06%,,$0.35,$0.50
,Buy to Cover,9/2/2019 21:00,Trail_SX,$10513.50,,($25.50),$1656.30,,($35.00),11.66%,-31.29%,$0.35,$0.50
162,Sell Short,9/3/2019 05:00,BO_Short,$10476.25,$0.00,1,($50.70),-0.23%,$18.50,16.44%,,$0.35,$0.50
,Buy to Cover,9/3/2019 07:00,Trail_SX,$10500.75,,($49.00),$1605.60,,($94.00),40.00%,-43.56%,$0.35,$0.50
163,Buy,9/4/2019 03:00,BO_Long,$10560.50,$0.00,1,$242.30,1.16%,$305.50,87.16%,,$0.35,$0.50
,Sell,9/5/2019 03:00,% Trailing Stop,$10682.50,,$244.00,$1847.90,,($45.00),82.45%,69.61%,$0.35,$0.50
164,Buy,9/5/2019 11:00,BO_Long,$10717.00,$0.00,1,($45.70),-0.21%,$104.00,55.91%,,$0.35,$0.50
,Sell,9/9/2019 15:00,BO_LX,$10695.00,,($44.00),$1802.20,,($82.00),20.43%,-23.66%,$0.35,$0.50
165,Buy,9/11/2019 13:00,BO_Long,$10752.25,$0.00,1,$13.30,0.07%,$202.00,83.47%,,$0.35,$0.50
,Sell,9/13/2019 11:00,Trail_LX,$10759.75,,$15.00,$1815.50,,($40.00),22.73%,6.20%,$0.35,$0.50
166,Buy,9/18/2019 19:00,BO_Long,$10774.50,$0.00,1,($95.20),-0.43%,$10.00,8.81%,,$0.35,$0.50
,Sell,9/19/2019 01:00,BO_LX,$10727.75,,($93.50),$1720.30,,($103.50),8.81%,-82.38%,$0.35,$0.50
167,Sell Short,9/20/2019 15:00,BO_Short,$10698.00,$0.00,1,($22.20),-0.10%,$40.50,42.41%,,$0.35,$0.50
,Buy to Cover,9/22/2019 19:00,Trail_SX,$10708.25,,($20.50),$1698.10,,($55.00),36.13%,-21.47%,$0.35,$0.50
168,Sell Short,9/24/2019 13:00,BO_Short,$10643.00,$0.00,1,$101.80,0.49%,$177.50,87.65%,,$0.35,$0.50
,Buy to Cover,9/24/2019 15:00,Trail_SX,$10591.25,,$103.50,$1799.90,,($25.00),63.46%,51.11%,$0.35,$0.50
169,Sell Short,9/27/2019 15:00,BO_Short,$10553.00,$0.00,1,$1.80,0.02%,$119.50,97.55%,,$0.35,$0.50
,Buy to Cover,9/27/2019 16:00,Trail_SX,$10551.25,,$3.50,$1801.70,,($3.00),5.31%,2.86%,$0.35,$0.50
170,Sell Short,10/1/2019 15:00,BO_Short,$10550.00,$0.00,1,($50.70),-0.23%,$11.00,13.25%,,$0.35,$0.50
,Buy to Cover,10/1/2019 19:00,Trail_SX,$10574.50,,($49.00),$1751.00,,($72.00),27.71%,-59.04%,$0.35,$0.50
171,Sell Short,10/2/2019 05:00,BO_Short,$10515.50,$0.00,1,$5.30,0.03%,$65.50,80.86%,,$0.35,$0.50
,Buy to Cover,10/2/2019 09:00,Trail_SX,$10512.00,,$7.00,$1756.30,,($15.50),27.78%,8.64%,$0.35,$0.50
172,Sell Short,10/2/2019 11:00,BO_Short,$10459.00,$0.00,1,$93.30,0.45%,$162.00,86.17%,,$0.35,$0.50
,Buy to Cover,10/2/2019 15:00,Trail_SX,$10411.50,,$95.00,$1849.60,,($26.00),64.36%,50.53%,$0.35,$0.50
173,Sell Short,10/8/2019 07:00,BO_Short,$10575.50,$0.00,1,$120.30,0.58%,$195.50,99.24%,,$0.35,$0.50
,Buy to Cover,10/8/2019 13:00,Trail_SX,$10514.50,,$122.00,$1969.90,,($1.50),62.69%,61.93%,$0.35,$0.50
174,Sell Short,10/8/2019 16:00,BO_Short,$10469.50,$0.00,1,($56.70),-0.26%,$24.00,30.38%,,$0.35,$0.50
,Buy to Cover,10/8/2019 21:00,Trail_SX,$10497.00,,($55.00),$1913.20,,($55.00),0.00%,-69.62%,$0.35,$0.50
175,Buy,10/10/2019 11:00,BO_Long,$10609.00,$0.00,1,$245.30,1.16%,$309.00,75.92%,,$0.35,$0.50
,Sell,10/11/2019 13:00,% Trailing Stop,$10732.50,,$247.00,$2158.50,,($98.00),84.77%,60.69%,$0.35,$0.50
176,Buy,10/11/2019 15:00,BO_Long,$10756.00,$0.00,1,($22.20),-0.10%,$182.50,48.60%,,$0.35,$0.50
,Sell,10/18/2019 11:00,Trail_LX,$10745.75,,($20.50),$2136.30,,($193.00),45.94%,-5.46%,$0.35,$0.50
177,Buy,10/21/2019 23:00,BO_Long,$10818.50,$0.00,1,($127.70),-0.58%,$45.00,26.32%,,$0.35,$0.50
,Sell,10/22/2019 15:00,Trail_LX,$10755.50,,($126.00),$2008.60,,($126.00),0.00%,-73.68%,$0.35,$0.50
178,Buy,10/28/2019 01:00,BO_Long,$10910.25,$0.00,1,($8.20),-0.03%,$138.00,89.90%,,$0.35,$0.50
,Sell,10/29/2019 11:00,Trail_LX,$10907.00,,($6.50),$2000.40,,($15.50),5.86%,-4.23%,$0.35,$0.50
179,Buy,10/30/2019 19:00,BO_Long,$10979.75,$0.00,1,($120.70),-0.54%,$23.50,16.49%,,$0.35,$0.50
,Sell,10/31/2019 11:00,Trail_LX,$10920.25,,($119.00),$1879.70,,($119.00),0.00%,-83.51%,$0.35,$0.50
180,Buy,11/1/2019 11:00,BO_Long,$10991.75,$0.00,1,$118.80,0.55%,$218.00,81.50%,,$0.35,$0.50
,Sell,11/6/2019 11:00,BO_LX,$11052.00,,$120.50,$1998.50,,($49.50),63.55%,45.05%,$0.35,$0.50
181,Buy,11/7/2019 05:00,BO_Long,$11101.75,$0.00,1,($65.70),-0.29%,$66.00,50.77%,,$0.35,$0.50
,Sell,11/7/2019 15:00,Trail_LX,$11069.75,,($64.00),$1932.80,,($64.00),0.00%,-49.23%,$0.35,$0.50
182,Buy,11/12/2019 03:00,BO_Long,$11117.00,$0.00,1,($52.20),-0.23%,$71.00,58.44%,,$0.35,$0.50
,Sell,11/13/2019 05:00,Trail_LX,$11091.75,,($50.50),$1880.60,,($50.50),0.00%,-41.56%,$0.35,$0.50
183,Buy,11/14/2019 21:00,BO_Long,$11150.75,$0.00,1,$6.80,0.04%,$135.50,83.90%,,$0.35,$0.50
,Sell,11/18/2019 09:00,Trail_LX,$11155.00,,$8.50,$1887.40,,($26.00),21.36%,5.26%,$0.35,$0.50
184,Buy,11/19/2019 01:00,BO_Long,$11199.75,$0.00,1,($67.20),-0.29%,$65.00,49.81%,,$0.35,$0.50
,Sell,11/19/2019 11:00,Trail_LX,$11167.00,,($65.50),$1820.20,,($65.50),0.00%,-50.19%,$0.35,$0.50
185,Buy,11/24/2019 23:00,BO_Long,$11162.75,$0.00,1,$181.80,0.82%,$297.00,94.29%,,$0.35,$0.50
,Sell,12/2/2019 09:00,Trail_LX,$11254.50,,$183.50,$2002.00,,($18.00),63.97%,58.25%,$0.35,$0.50
186,Sell Short,12/10/2019 05:00,BO_Short,$11179.00,$0.00,1,$15.30,0.08%,$59.00,70.24%,,$0.35,$0.50
,Buy to Cover,12/10/2019 09:00,Trail_SX,$11170.50,,$17.00,$2017.30,,($25.00),50.00%,20.24%,$0.35,$0.50
187,Buy,12/11/2019 16:00,BO_Long,$11257.00,$0.00,1,$31.80,0.15%,$186.00,78.81%,,$0.35,$0.50
,Sell,12/12/2019 13:00,Trail_LX,$11273.75,,$33.50,$2049.10,,($50.00),35.38%,14.19%,$0.35,$0.50
188,Buy,12/12/2019 16:00,BO_Long,$11318.00,$0.00,1,($31.70),-0.13%,$118.00,79.73%,,$0.35,$0.50
,Sell,12/13/2019 09:00,Trail_LX,$11303.00,,($30.00),$2017.40,,($30.00),0.00%,-20.27%,$0.35,$0.50
189,Buy,12/16/2019 01:00,BO_Long,$11375.00,$0.00,1,$282.30,1.25%,$284.00,95.62%,,$0.35,$0.50
,Sell,12/20/2019 09:00,% Trailing Stop,$11517.00,,$284.00,$2299.70,,($13.00),100.00%,95.62%,$0.35,$0.50
190,Buy,12/20/2019 11:00,BO_Long,$11515.00,$0.00,1,$248.30,1.09%,$312.50,99.52%,,$0.35,$0.50
,Sell,12/27/2019 09:00,% Trailing Stop,$11640.00,,$250.00,$2548.00,,($1.50),80.10%,79.62%,$0.35,$0.50
191,Buy,1/2/2020 05:00,BO_Long,$11634.00,$0.00,1,$95.30,0.42%,$203.50,96.67%,,$0.35,$0.50
,Sell,1/2/2020 21:00,Trail_LX,$11682.50,,$97.00,$2643.30,,($7.00),49.41%,46.08%,$0.35,$0.50
192,Buy,1/7/2020 01:00,BO_Long,$11710.25,$0.00,1,($122.70),-0.52%,$24.50,16.84%,,$0.35,$0.50
,Sell,1/7/2020 19:00,Trail_LX,$11649.75,,($121.00),$2520.60,,($121.00),0.00%,-83.16%,$0.35,$0.50
193,Sell Short,1/7/2020 21:00,BO_Short,$11538.25,$0.00,1,($218.70),-0.94%,$20.50,7.82%,,$0.35,$0.50
,Buy to Cover,1/7/2020 23:00,Trail_SX,$11646.75,,($217.00),$2301.90,,($241.50),9.35%,-82.82%,$0.35,$0.50
194,Buy,1/8/2020 11:00,BO_Long,$11718.50,$0.00,1,$261.80,1.12%,$329.50,82.79%,,$0.35,$0.50
,Sell,1/10/2020 09:00,% Trailing Stop,$11850.25,,$263.50,$2563.70,,($68.50),83.42%,66.21%,$0.35,$0.50
195,Buy,1/13/2020 13:00,BO_Long,$11885.25,$0.00,1,$141.30,0.60%,$264.00,79.40%,,$0.35,$0.50
,Sell,1/20/2020 23:00,BO_LX,$11956.75,,$143.00,$2705.00,,($68.50),63.61%,43.01%,$0.35,$0.50
196,Buy,1/21/2020 13:00,BO_Long,$12020.25,$0.00,1,($17.70),-0.07%,$123.50,60.54%,,$0.35,$0.50
,Sell,1/22/2020 16:00,Trail_LX,$12012.25,,($16.00),$2687.30,,($80.50),31.62%,-7.84%,$0.35,$0.50
197,Buy,1/23/2020 19:00,BO_Long,$12079.00,$0.00,1,($69.70),-0.28%,$73.00,51.77%,,$0.35,$0.50
,Sell,1/24/2020 11:00,Trail_LX,$12045.00,,($68.00),$2617.60,,($68.00),0.00%,-48.23%,$0.35,$0.50
198,Sell Short,1/30/2020 05:00,BO_Short,$11867.00,$0.00,1,($36.20),-0.15%,$42.00,40.78%,,$0.35,$0.50
,Buy to Cover,1/30/2020 09:00,Trail_SX,$11884.25,,($34.50),$2581.40,,($61.00),25.73%,-33.50%,$0.35,$0.50
199,Sell Short,1/31/2020 15:00,BO_Short,$11850.50,$0.00,1,$6.30,0.03%,$115.00,70.77%,,$0.35,$0.50
,Buy to Cover,1/31/2020 16:00,Trail_SX,$11846.50,,$8.00,$2587.70,,($47.50),34.15%,4.92%,$0.35,$0.50
200,Buy,2/4/2020 09:00,BO_Long,$12084.50,$0.00,1,$326.30,1.36%,$410.50,87.43%,,$0.35,$0.50
,Sell,2/5/2020 07:00,% Trailing Stop,$12248.50,,$328.00,$2914.00,,($59.00),82.43%,69.86%,$0.35,$0.50
201,Buy,2/6/2020 01:00,BO_Long,$12274.00,$0.00,1,($209.20),-0.85%,$62.00,23.01%,,$0.35,$0.50
